"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"97","II. kerület, Újlak","44,9 millió Ft","54 m²","1 + 2 fél","SZÉP KÖRNYÉKEN FELÚJÍTANDÓ LAKÁS!A II. kerületben a Szemlohegyi barlang közelében, csodálatos környezetben kínálok megvételre egy a valóságban 54 nm-es, 1+2 félszobás, felújítandó lakást!Az ingatlan egy 40-es években épült ház földszintjén( tulajdoni lap szerint alagsor) helyezkedik el. Az épület kívül-belül jó állapotú, négy lakásos, nagy kerttel rendelkezik.Egy autóval lehetoség van beállni az udvarra.A lakás ablakai a kertre néznek, az alaprajz alakítható.A buszmegálló pár perc séta.Csendes, nyugodt, zöldövezeti környezet, a buszmegálló pár perc gyalogosan, élelmiszerüzletek, és a Rózsakert bevásárlóközpont a közelben.Ajánlom befektetésnek és elso lakásnak egyaránt!További információért, várom hívását!Referencia szám: M203478","felújítandó","1950 elott","összkomfortos","nincs megadva","szuterén","nincs megadva","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kertre néz","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"98","IX. kerület, Haller utca","35,9 millió Ft","48 m²","2","Eladásra kínálunk egy 48 nm-es, 1. emeleti, 2 szobás, rendezett társasházban lakást, kiváló közlekedés mellett.A lakás jellemzoi:- 2 szoba, melybol a belso csendes, rendezett udvarra, a másik pedig a Haller utcára néz.- Külön nyíló, megfelelo méretu konyha.- Szeparált WC.- Futését gázkonvektor biztosítja.- Napfényes, világos.- Közös költség: 12.000 Ft/hó, futés átalány: 10.000Ft/hó, villanyfutés.- Új villanybojler- Önálló, külso tárolóKörnyék: Villamos, busz a háztól 1 perc sétára áll meg, még éjszaka is pillanatok alatt megközelítheto a belváros. A közkedvelt egyetemek, foiskolák, szórakozóhelyek túlnyomó többsége negyed óra alatt megközelítheto.Remek lokációját annak is köszönheti, hogy iskolák, óvodák, orvosi rendelok, boltok is legfeljebb pár száz méteren belül elérhetoek.Jöjjön el, nézze meg, tegyen ajánlatot!","jó állapotú","1950 elott","nincs megadva","nincs megadva","1","5","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","délkelet","utcai","nincs megadva","nincs megadva","utca, közterület","nincs megadva",NA,NA
"99","Szekszárd, Jókai utca","17,8 millió Ft","59 m²","2","Szekszárd belvárosában, a Jókai utcában eladó egy 59m2-es 4.emeleti, 2szobás, erkélyes lakás. A lakás állapota felújítandó, de a jelenlegi állapotában is igény szerint lakható. Szobái észak-déli fekvésuek, tágasak (22,16m2), világosak, padlószonyeggel borítottak, a többi helyiségben linóleum található. Az ablakokon és az erkélyen redony található, nyílászárói igény szerint cserélendoek. A fürdoszoba és a wc külön helyiségben van. A konyhához tartozik egy kamra is. A közlekedo részben egy hatalmas beépített szekrény található, melynek bontása révén, tágas étkezot lehet kialakítani. Az épület szigetelt, a lépcsoház rendezett, csendes. Rezsije kedvezo! A közös költség 5100Ft/hó, míg a futés-melegvíz átalány 5800Ft/hó.A lakáshoz tartozik egy tágas, száraz tároló is. Parkolni a ház elotti parkolóban lehet 400Ft/éves díj ellenében.Az ingatlan tehermentes, megvásárlása esetén pár hét múlva birtokba veheto.A bútorok nagy része szintén, jutányos áron megvásárolhatóak.Az ingatlan irányára: 17,8M Ft.Megtekinteni elozetes egyeztetés után lehetséges. Tisztességes ingatlanközvetítés korrekt áron! Zsuzsanna.Ingatlan","felújítandó","1950 és 1980 között","nincs megadva","nincs megadva","4","4","nincs","nincs megadva","távfutés","nincs","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","3 m²","nincs megadva","utca, közterület","nem tetotéri","nincs megadva",NA
"100","Szeged, Belváros","39,3 millió Ft","48 m²","2","Szeged, belvárosban, közel a Mars térhez 48,14 nm2-es IV. emeleti új építésu, szinte kulcsrakész belso két szintes 2 szobás lakás eladó. A legkorszerubb technológiával épült hoszivattyús mennyezeti hutés és padló futés révén, valamint az ingatlan tetoszerkezetén elhelyezett 8 kW teljesítményu napelemes rendszernek köszönhetoen a lakás rendkívül alacsony rezsit von maga után.A kivitelezésnél jól megtervezett alaprajz, a praktikus jó elrendezésu terek a kényelmet, komfortot szolgálják. Az építésnél nagy figyelmet fordítottak a minoségi anyagok beépítésére, ezen felül a nagy méretu tetotéri nyílászárók a természetes fénytol rendkívül világossá, harmonikussá varázsolják a lakást. Az ingatlan az utcára néz.A társasházban lift került kiépítésre!A lakás tökéletes választás minden korosztály számára, akár saját használat, akár befektetés céljából a belvárosi kiváló elhelyezkedése miatt, hisz akár a tömegközlekedési eszközök akár piac vagy bevásárló központ pár perc séta távolságra található.A társasház alatt kiépített teremgarázsban lehetoség van saját beállóhely vásárlására is, így a  belvárosi parkolási gondoktól sem kell tartani. Átadás 2021. április 30 Az ingatlan emelt szerkezetkész állapotban kerül átadásra, muködoképes hutés-futés, elektromos hálózat kiépítve. A burkolatokkal, belso nyílászárókkal és szaniterekkel felszerelt kulcsrakész otthon kialakítása a tulajdonos feladata, azonban igény esetén kulcsrakész átadásra is van lehetoség. Ennek plusz költsége: 35 000 Ft/m2.Az ár kulcsrakész állapotban 39,3 millió Forint.","nincs megadva","2021","összkomfortos","AA++","4","4","van","3 m-nél alacsonyabb","padlófutés, mennyezeti hutés-futés","van","nincs megadva","nem","egy helyiségben","dél","utcai","nincs megadva","nem","teremgarázs hely - megvásárolható","tetotéri",NA,"5 500 000 Ft"
"101","Szeged, Brüsszeli körút","41,8 millió Ft","90 m²","4","Szeged-Belváros, Brüsszeli körúton 90 m2-es, nappali + 3 szobás, étkezo konyhás, 2. fürdoszobás, belso két szintes, jó állapotú, napfényes, alacsony rezsiköltségu, cirkó futésu, 2. emeleti téglalakás, zárt, udvari parkolóval, 1990-ben épült társasházban, tehermentesen eladó. A ház elott 5 db ingyenes parkolóhely kialakított, a lakáshoz 6 m2-es saját tároló tartozik az alagsorban. Megerosítették a villanyhálózatot, új kazán, új villanytuzhely került behelyezésre 5 éve. Az ingatlan hangulatos és jó elosztású: az alsó szinten elotér, tusoló, külön WC, közlekedo, étkezo-konyha-spájz, és tágas nappali, az emeleten kádas fürdoszoba WC-vel, gardróbszekrény és 3 külön bejáratú szoba (kettoben beépített bútorzatokkal is) található. Az e fölötti tetoteret még be lehet építeni – így a lakás bovítheto akár 3 szobával is. A burkolat az egyik emeleti hálószoba (szonyegpadlós) kivétel parkettás és laminált padlós a többi helyiség járólapos, az ablakokon árnyékolók és szúnyoghálók vannak. Közelben a Széchenyi tér és a Tisza, a szomszédságban üzletek és tömegközlekedési megállók (buszok, troli, villamos).","jó állapotú","1981 és 2000 között","duplakomfortos","nincs megadva","2","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","délnyugat","utcai","nincs megadva","nincs megadva","udvari beálló - benne van az árban","nincs megadva",NA,NA
"102","Székesfehérvár, Belváros","58,5 millió Ft","132 m²","4","Történelmi belvárosban eladó egy második emeleti téglalakás, 132 m2 alapterületu, 32 m2 nappalival, nagy, 18 m2 konyhával, étkezovel.A nappaliból nyílik 4 szoba a szobák 25 m2 nagyságúak, a hálószoba 12 m2.Az ingatlanban  2 WC valamint egy mosókonyha  található. Az egyik  WC külön van a fürdoszobától.A lakáshoz tartozik még egy 28 m2 nagyságú tárolóhelyiség az alagsorban.A polgári lakás felújított állapotú, muanyag ablakokkal, reluxával, hibátlan burkolatokkal.A méretre szabott  bútorzat a 3 m belmagasság miatt  maradna, a többi bútor egyezség tárgyát képezi.Amibe segíteni tudunk: belsoépítész, energetikai tanúsító, építész, földhivatali ügyintézés, hitelügyintézés, közjegyzo, lakberendezo, ügyvédKészpénzes vevonél kis mértékben alkuképes.","jó állapotú","nincs megadva","összkomfortos","nincs megadva","2","nincs megadva","nincs","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva","utcai","nincs megadva","nem","utca, közterület","nem tetotéri",NA,NA
"103","XI. kerület, Bartók Béla út","32 millió Ft","33 m²","1","ELADÓ 3 FRISSEN és TELJES KÖRUEN FELÚJÍTOTT LAKÁS EGYMÁS MELLETTBudapest XI. kerületében, a Karinthy Színház közelében, jó állapotú lift nélküli társasház 2. emeletén.2. lakás:1 szobás galériázott lakás.A lakás mérete: 33m2 (30m2-es nappali, 3m2-es fürdo)A galéria mérete: 14m2A képeken látható teljes felszerelés, bútorozás a vételár részét képezi.A leendo vevo egy kivitelezoi garanciával rendelkezo, minden részletében új minoségi lakás tulajdonosa lesz, várakozási ido nélkül, akár azonnali költözéssel.Teljesköru, mindent átfogó felújítás történt, a falak mögött is:- teljes elektromos hálózat cseréje, LED spotlámpákkal;- teljes vízhálózat cseréje;- összes ablak és bejárati ajtó cseréje 7 légkamrás, dupla üveges, argon gázas hoszigetelo nyílászárókra;- összes burkolat cseréje: laminált padló és fürdoszoba csempe;- igényes, friss festés;- elektromos futés;- új design beltéri ajtók;- új csaptelepek, épített zuhany, mosdó és kerámia tartályos WC;- új lámpatestek kizárólag magas minoségu LED izzókkal.FONTOS:A lakás önálló helyrajzi számmal nem rendelkezik, hanem egy nagyobb lakás megosztott tulajdonrésze. Ez a használat során semmilyen téren nem korlátozza a tulajdonost - saját egyedi méroórái vannak, a közmuvek elismerik önálló lakásként, a közös költséget külön kell fizetni, önállóan forgalomképes, bankok is hitelezik, akárcsak egy ikerház részét.Ha bármilyen kérdése merülne fel a megosztott tulajdon kapcsán, kérem hívjon bizalommal, szívesen részletes tájékoztatást nyújtok.A társasház nagyon csendes és békés közösség, kiváló közös képviselettel. Az épület karbantartása állandó és folyamatos.A 19-es és 49-es villamosok megállója a közvetlen közelben.Bikás park néhány perc séta; Etele tér, Etele Pláza, Kelenföldi pályaudvar 2 villamosmegálló; Móricz Zsigmond körtér 3 villamosmegállónyira.Amennyiben azonnal költözheto, kifogástalan, kiváló elhelyezkedésu lakást keres, várjuk megtisztelo megkeresését.Ár: 32.000.000FtA megtekintés természetesen díjtalan. Forduljon hozzám bizalommal, akár hétvégén is. Ha keres, nagyon szívesen visszahívom.Nagypál Erika","felújított","1950 elott","összkomfortos","nincs megadva","2","4","nincs","3 m-nél magasabb","elektromos","nincs","nincs megadva","nem","egy helyiségben","nincs megadva","utcai","nincs megadva","nem","utca, közterület - ingyenes","nem tetotéri",NA,NA
"104","Aszód, Falujárók úti lakótelep","21 millió Ft","54 m²","2","Aszód, lakótelep övezeti részén, 54 m2-es földszinti téglalakás eladó, 21 Millió Ft Áron.A földszinti téglalakás 1960-as években épült. Az épület folyamatos karbantartáson esett át. Tetoszerkezeti szigetelés, homlokzat felújítás, nyílászárók cseréje történt, illetve a fobejárat elektromos zárhatósággal lett felszerelve.  A lakásban két egymásból nyíló szoba, eloszoba, étkezoskonyha, zuhanyzós fürdoszoba, külön WC és egy külön fozorész került kialakításra. Az ablakok parkra nézoek, gyönyöru zöld övezet látványa tárul elénk. A lakás 2015-tol folyamatos felújításon esett át:-fürdoszoba teljes felújítása-vízvezeték csere-teljesen új villanyboyler, gáztuzhely (garanciális)-villanyvezetékek teljesköru felújítása-mennyezeti gipszkarton kialakítása, szpotvilágítással díszítve-menyezeti látszógerenda kialakítása-járólapok cseréje-muanyag hoszigetelt ablakok lettek beszerelve-teljes festés, tapétázás-kandalló lett beépítve, azzal futheto-a nagyszoba felújítása még folyamatban van, burkolat és festés hiányzikMinden lakáshoz tartozik tárolóhelyiség, parkolás az utcán ingyenesen. Az épülettol fél percre óvoda, játszótér, közért, buszmegálló, pihenopark, idosek otthona, stb. 5-10 perc séta, iskola, gimnázium, körzeti orvos, gyógyszertár. Gépjármuvel 10 perc Budapest Bagi felhajtó szakasza, ahonnan 30 perc fovárosunk.Kellemes környék, zöldövezeti környezet. Ajánlom minden olyan párnak, aki csöndre, nyugalomra, teljes kényelemre vágyik. A lakás felszereltsége lehetové teszi az okoslakás kialakítását.A szomszédos épületben muködik a Kistérségi Gondozási Központ Idosek Otthona, ahol teljes köru ellátás, szórakozási lehetoség igényelheto.Ha hirdetésem felkeltette érdeklodését, hívjon bizalommal!Irodánk teljes köru segítséget nyújt ingatlanok adás-vételéhez, hitelek ügyintézéséhez!Ügyfeleinknek SORON KÍVÜLI banki kiszolgálás valamint EXTRA BANKI KEDVEZMÉNYEK járnak, melyek magánszemélyeknek nem érhetok el!","jó állapotú","1950 és 1980 között","komfortos","nincs megadva","földszint","2","nincs","3 m-nél alacsonyabb","egyéb","nincs","nincs megadva","nem","külön helyiségben","nincs megadva","utcai","nincs megadva","nem","utca, közterület","nincs megadva",NA,NA
"105","XIII. kerület, Visegrádi utca","95 millió Ft","116 m²","3 + 1 fél","Kiváló elhelyezkedésu lakás eladó Újlipótvárosban!Budapest XIII.-ik kerületének frekventált részén eladó, egy 116 nm-es, tehermentes öröklakás!A  két lakrésszé alakított,  külön bejárattal rendelkezo ingatlan, rendkívül alkalmas kétgenerációs családok számára, vagy bérbeadásra. A nagyobb nyugati- (79nm), a kisebb pedig észak-keleti (37nm) tájolású.A lakás 5-10 éve lett felújítva, azóta pedig folyamatosan karbantartott.Az ingatlan elhelyezkedésének köszönhetoen szépen benapozott, a szobák tágasak, igény szerint a két lakrész újra egybenyitható!Közelben a : Vígszínház, patikák, orvosi rendelok, bölcsode, óvoda, boltok, éttermek, Westend, stb.Megtekintés miatt szeretettel várom hívását, igény szerint akár hétvégén is!Irodánk ingatlanforgalmi szakjogásszal, és évtizedes tapasztalattal rendelkezo hitelügyintézovel dolgozik együtt, akiknél az Ön vásárlása a legjobb kezekben van!","jó állapotú","1950 elott","duplakomfortos","nincs megadva","2","5","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","25 E Ft/hó","nincs megadva","külön és egyben is","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület","nincs megadva",NA,NA
"106","Répcelak, Vas megye","30,99 millió Ft","68 m²","2","Vas megyébe Répcelakon, új építésu lakások eladók és leköthetok.A mai kornak megfelelo, kimagaslóan magas hoszigetelési igényekkel rendelkezo különbözo méretu lakásokat kínálunk eladásra.Külön értéket képvisel a zárt parkoló a belso udvar és a zöldövezet.A lakóparkban összesen 7 db kétszintes társasház épül több ütemben . 3 épület már csak a használatba vételi engedélyre vár.Kiváló lehetoség egyedül állóknak, fiatal pároknak, családosoknak, vagy befektetoknek egyaránt.. A vásárlónak lehetosége van a burkolatok és szaniterek kiválasztására, melyet a vállalkozó kulcsra kész állapotban ad át.Az ingatlanok  korszeru (CC) energetikai minoség szerinti besorolással rendelkeznek. A futés lakásonként külön kombi gázkazánnal történik. A kazánok a lépcsoházban vannak felszerelve. A lakásokat úgy tervezték, hogy magas színvonalon muködjön a csapadék- és szennyvízelvezetés, a víz-, gáz- és áramellátás.Az M86-os gyorsforgalmi útra történo le- és felhajtó a Répcelaki Lakóparktól pár percnyire található. Az M85-ös gyorsforgalmi út is csak 20 km. Az osztrák határátkelo Pomogyig 40km. Szombathely 40km, Sárvár 20 km. Vasúti közlekedés is kiváló. Az Intercity vonatokra itt felszállási lehetoség van. Dinamikusan fejlodik a település. A kisvárosban oktatási intézmények, egészségügyi intézmények, szolgáltató és kereskedelmi tevékenységek széles köre található. Fejlett az ipar: a Pannontej Zrt., a Linde Gáz Magyarország Zrt. és a Liss Patrongyártó,Tölto és Forgalmazó Kft. biztosít munkalehetoséget. A környékbeli (Sárvár, Sopronkövesd, Lövo, Bük, …) munkahelyekre céges buszok biztosítják az utazást.Lakás árak 2021.09.15.-ig érvényesek. pár lakás méret és ár itt olvasható .•28.5 m2: 12.990.000 ft•30.5 m2: 13.990.000 ft•54.3 m2: 24.990.000 ft•68 m2: 30.990.000 ftA lakáshoz a lakóparkban további ingatlan részek megvásárlására van lehetoség:•Gépkocsi beálló ára: 990 000 Ft•Garázs: 16 m2 ára : 3 000 000 Ft•Garázs: 18 m2 ára:  3.500.000 Ft•Tároló: 2.4m2 ára: 590.000 Ft•Tároló: 4.9m2 ára:  990 000 Ft","nincs megadva","2021","nincs megadva","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
